genNum,genMean,genBest
1,260193.413,292774
2,264294.846,302677
3,271495.574,314558
4,278148.27,314804
5,284596.279,325646
6,290804.747,334197
7,296353.102,334870
8,301413.608,340968
9,306382.128,340968
10,311238.562,342249
11,315639.145,348525
12,319853.765,354873
13,323871.573,365755
14,327437.964,365755
15,330858.196,368806
16,333459.788,368875
17,336210.898,377277
18,338216.388,379224
19,337906.044,379224
20,339136.855,379569
21,336172.26,385005
22,334064.733,385005
23,330012.771,385005
24,322885.224,385005
25,316906.296,386963
26,309763.701,386963
27,303426.896,390581
28,302030.235,394377
29,293422.418,394377
30,284429.969,394377
31,272190.22,394377
32,266294.396,395681
33,256189.31,395681
34,249650.159,395681
35,250160.904,396563
36,243054.302,396563
37,237542.73,396563
38,230551.907,396563
39,216678.238,396563
40,223672.131,400329
41,218900.083,400329
42,212525.997,400329
43,206783.825,400329
44,205221.208,400329
45,213110.45,400329
46,204734.56,400329
47,204986.114,400329
48,206072.311,400329
49,204428.026,400329
50,200195.966,400329
51,204013.559,400329
52,209017.144,400329
53,198849.058,400329
54,207001.537,400329
55,208121.639,400329
56,210477.967,400329
57,203809.316,400329
58,198878.183,400329
59,198455.932,400329
60,199363.373,400329
61,207286.053,400329
62,210728.969,402413
63,215288.035,402413
64,211652.263,402413
65,207745.513,402413
66,203997.084,402849
67,200424.024,402849
68,203629.544,402849
69,203573.896,402849
70,205703.776,402849
71,205598.971,402849
72,203889.309,402849
73,205463.065,402849
74,197917.395,402849
75,198158.659,402849
76,195654.843,405790
77,199071.685,405790
78,202336.305,405790
79,206105.429,405790
80,201292.711,406333
81,202685.724,406333
82,212852.799,406333
83,209391.152,406333
84,204058.998,406333
85,205762.497,406333
86,205626.201,406333
87,207910.997,408184
88,210597.655,408184
89,205869.464,411245
90,206316.321,411245
91,208778.24,411245
92,206711.079,411245
93,206747.745,411245
94,209656.782,411245
95,210266.029,411245
96,207533.394,411245
97,197436.291,411245
98,199104.301,411245
99,196171.342,411245
100,201135.005,411245
101,200373.148,411245
102,207993.321,411245
103,209197.469,411245
104,204850.162,411245
105,205966.218,411245
106,199326.708,411245
107,200594.038,411983
108,194982.457,411983
109,196899.224,411983
110,195551.389,411983
111,195847.338,411983
112,196995.1,411983
113,202385.452,411983
114,202917.017,411983
115,203344.087,411983
116,195861.806,411983
117,201991.236,411983
118,203128.383,411983
119,190011.041,411983
120,198133.266,411983
121,206862.639,411983
122,204081.345,411983
123,204412.803,411983
124,203349.617,411983
125,207212.368,411983
